,0
2017-7,214.5362386673638
2017-8,217.53334963134043
2017-9,215.9396805732242
2017-10,218.04701882859524
2017-11,223.72281382292036
2017-12,227.1131575934572
2018-1,230.9480765441331
2018-2,235.32797855235805
2018-3,234.67930396236335
2018-4,243.7606503368742
2018-5,247.2232438229667
2018-6,252.26355216048114
2018-7,256.8814693741841
2018-8,257.8301769904914
2018-9,245.8746525000559
2018-10,239.88552180027858
2018-11,236.97588534928533
2018-12,229.16844020581019
2019-1,231.5147521205119
2019-2,236.5442226424381
2019-3,241.3715547304842
2019-4,247.41770345620364
2019-5,250.9865468100117
2019-6,252.1335109950391
2019-7,252.662422024286
2019-8,252.5240737538418
2019-9,246.23565274930556
2019-10,243.41244658482944
2019-11,247.96844020224614
2019-12,240.55508961621163
2020-1,242.7537038947272
2020-2,240.60250910613448
2020-3,245.00639764093702
2020-4,242.2530027540133
2020-5,246.8089191754927
2020-6,244.5640659048093
2020-7,247.08535683717545
2020-8,241.96437658154886
2020-9,245.47123588394132
2020-10,242.56861222015056
2020-11,238.7822872080574
2020-12,243.38342690659206
2021-1,243.28087518898198
2021-2,243.92040468685644
2021-3,248.60292807166968
2021-4,250.3624400912189
2021-5,250.8461373573475
2021-6,254.35913039219957
2021-7,253.91743411875717
2021-8,253.68605047469123
2021-9,256.4563824314057
2021-10,253.89601187360876
2021-11,254.72932928487205
2021-12,254.4629899940435
2022-1,250.68317394335384
2022-2,248.7343872705587
2022-3,242.64632639463449
2022-4,248.11976725477325
2022-5,247.7902842913692
2022-6,244.88564622697461
2022-7,241.49124717477628
2022-8,236.83783596624002
2022-9,232.7176420311141
2022-10,226.8056082568954
2022-11,216.1780066346075
2022-12,215.48020261857337
2023-1,217.99535772712227
2023-2,224.34044897473674
2023-3,225.65150087555259
2023-4,225.50909038983485
2023-5,223.77264809976802
2023-6,220.0666063793415
2023-7,217.88945137773896
2023-8,214.5572916860557
2023-9,209.47780045561086
2023-10,202.4831479388899
2023-11,200.0401026143868
2023-12,196.8426445975522
2024-1,195.11718552261286
2024-2,193.58518924632025
2024-3,198.39649112835315
2024-4,196.00892449258657
2024-5,195.45465369744852
2024-6,191.30333133583065
2024-7,188.6777880839297
2024-8,185.61847170494246
2024-9,182.29442368248903
2024-10,184.094980511071
2024-11,186.20944934112777
2024-12,183.78753773116222
2025-1,182.01913478569722
2025-2,182.75876614559442
2025-3,182.86664071909937
2025-4,182.97144483069775
2025-5,182.12202945879662
2025-6,183.24137251162463
2025-7,185.0312250081877
2025-8,184.0168564148107
2025-9,185.8902845746651
2025-10,187.9436411840252
2025-11,190.14808491116847
2025-12,191.84444140533859
2026-1,100.0
2026-2,100.0
2026-3,100.0
2026-4,100.0
2026-5,100.0
2026-6,100.0
2026-7,100.0
2026-8,100.0
2026-9,100.0
2026-10,100.0
2026-11,100.0
2026-12,100.0
